node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:bdd6fce1deaad3df,Barrier,Operational Efficiency,operational efficiency,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Building services reuse has typically been allocated to the 'too difficult' box given the often-short lifetimes of equipment and the potential trade-off with operational efficiency.,2,Operational Efficiency
ent:7a5fdbdd6837a89f,Barrier,Over reliance on backfilling,over reliance on backfilling,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c190::ffd40d65a4ec6726,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,79.0,Ireland relies on backfilling to deal with 82%of demolition wastes.,1,Over reliance on backfilling
ent:5d96e07cbd8422fb,Barrier,Policy Alignment Gap,policy alignment gap,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c153::4ccaace504b24599,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"the opportunity to update regulations considering the recommendations made by the relevant actors, and the current inefficiencies, such as ambiguity in the policies",1,Policy Ambiguity
ent:2e3aab8b12e9f927,Barrier,Pollution,pollution,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c50::10784bfe7c82b080,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"especially given plastics' pollution impacts, with a majority of the C&D's plastic is disposed of",9,Pollution
ent:9861b72089a673a7,Barrier,Pricing Challenges,pricing challenges,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c26::6c1ccec1489091a2,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,The level of recovery of a material stream and market demand for associated products is related to geography and pricing,1,Pricing Challenges
ent:d93957f676294039,Barrier,Procurement Barriers,procurement barriers,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"market, regulatory, and procurement barriers prevent full value recovery",1,Procurement Barriers
ent:5cd4fd326f4ad5d7,Barrier,Programme constraints,programme constraints,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c51::f83af8e5954acf46,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"The programme did not allow for these unknowns to be resolved, the material to be tested, defabricated and cleaned",1,Programme constraints
ent:787a8311fb6eb3fa,Barrier,Project-based institutional practices,project-based institutional practices,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c9::c3e14a502d419029,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,5.0,the sector's entrenched project-based institutional practices and market mechanisms often hinder the seamless integration of circular economy principles,1,Project-based institutional practices
ent:87bb47c83d5f45ce,Barrier,Public Misconception of CE as Recycling,public misconception of ce as recycling,False,44.The_Transition_to_a_Circular_Built_Environment_in_::c45::bef7774e10cd6118,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,focus on recovery and recycling within CE policies can also lead to public misconception that CE is a waste management (recycling) strategy,1,Public Misconception of CE as Recycling
ent:dd83b930be4720f9,Barrier,Public Misconception of CE as Waste Management,public misconception of ce as waste management,False,85.The_Transition_to_a_Circular_Built_Environment_in_Australia_An_Analysis_of_the_Jurisdictional_Policy_Framework::c45::a3eeb60a36de8945,85.The Transition to a Circular Built Environment in Australia An Analysis of the Jurisdictional Policy Framework.pdf,,focus on recovery and recycling within CE policies can also lead to public misconception that CE is a waste management (recycling) strategy,1,Public Misconception of CE as Waste Management
ent:0bb811aa89cdf1b6,Barrier,Public Misconceptions About Circularity,public misconceptions about circularity,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c1::9adb008a4475cecb,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,"public misconceptions about circularity, which can be a major barrier if systemic transitions are to be achieved",2,Public Misconceptions About Circularity
ent:12d751bc580932a6,Barrier,Recovery Process Challenges,recovery process challenges,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c150::c59830b35eb1d847,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"the recovery process, recertification, and transportation make such reuse challenging",1,Recovery Process Challenges
ent:cf0b511165dbfafd,Barrier,Regulatory Barriers,regulatory barriers,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Some codes and standards do not explicitly allow or account for high levels of recycled content or reuse,4,Regulatory Barriers; Regulatory Obstacles
ent:07f71cdbf6f3a99d,Barrier,Reliance on imported virgin PET,reliance on imported virgin pet,True,52.Circular-Economy-Markets-Australia-_ARUP::c232::726cc576ed1515f3,52.Circular-Economy-Markets-Australia- ARUP.pdf,,reduce the reliance on imported virgin PET resin in the future,2,Reliance on imported virgin PET
ent:bac98d10d56c553c,Barrier,Resource Use,resource use,True,47.gbca-a-practical-guide-to-circular-procurement::c16::d822759828214356,47.gbca-a-practical-guide-to-circular-procurement.pdf,8.0,"they can be applied throughout a building's lifecycle to reduce, slow down, or close the loop on resource use.",2,Resource Use
ent:9fdb92f8866eaa8a,Barrier,Safety Risks for Contractors,safety risks for contractors,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,robotics dramatically improve safety for hazardous material removal,3,Safety Risks for Contractors
ent:9245da7532528d21,Barrier,Self-regulation,self-regulation,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c11::e6b10872c8ec0cdc,40.CIOB Response to DECC Circular Economy Consultation.pdf,4.0,concerns have been raised regarding self-regulation. Considering these limitations there is a need for mandatory auditing systems,1,Self-regulation
ent:4e8bf269594c81d1,Barrier,Service penetrations and fittings,service penetrations and fittings,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c50::1038f458657dfeec,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,13.0,"whether individual beams have service penetrations, fittings and stiffeners and what damage members might see",1,Service penetrations and fittings
ent:6ae26f7e209f0a9a,Barrier,Site and Space Constraints,site and space constraints,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c199::e20a5119f0079924,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,where there are site and space constraints and any other barriers,4,Site and Space Constraints
ent:a7ee8fd1128429d9,Barrier,Skill Gaps,skill gaps,False,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,those that do not may suffer skill gaps and internal friction.,2,Skill Gaps
ent:5e08cc37619e468a,Barrier,Skilled Labour Shortage in Material Reuse,skilled labour shortage in material reuse,False,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c158::97dfec7b0e0107f4,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,lack of labour skilled in material reuse may act as a barrier,1,Skilled Labour Shortage in Material Reuse
ent:46a10eef8c560f0e,Barrier,Standard Building Contracts Specification of New Materials,standard building contracts specification of new materials,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,current standard building contracts specify the use of new materials which prevents the reuse of building materials,4,Standard Building Contracts Specification of New Materials
ent:de4ffaeece90013e,Barrier,Stigma Towards Reused Products,stigma towards reused products,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c101::2c3cd19070c04007,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,the AEC industry needs a cultural shift to overcome the stigma attached to reused products,1,Stigma Towards Reused Products
ent:9cfb51a76f49d3d2,Barrier,Strip-out coinciding with detailed design,strip-out coinciding with detailed design,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c50::1038f458657dfeec,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,13.0,Strip-out coincided with detailed design – this made it difficult to know whether the as-built sections sizes matched the archive drawings,1,Strip-out coinciding with detailed design
ent:e1281f096c72dc28,Barrier,Supply of Reclaimed Structural Elements,supply of reclaimed structural elements,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,"Supply: In many cases, the supply of reclaimed structural elements and buildings services equipment is less than what is needed",1,Supply of Reclaimed Structural Elements
ent:7e3eb17078d2f44d,Barrier,Take-make-dispose approach,take-make-dispose approach,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c9::c3e14a502d419029,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,5.0,"replace the linear construction sector economy, characterised by a take-make-dispose approach, with a circular one",1,Take-make-dispose approach
ent:6969511fbed788a9,Barrier,Technical Barriers,technical barriers,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c101::8d366d08a556d30a,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,There remain opportunities to recycle and re-use significant volumes of materials that are still being sent to landfill,2,Technical Barriers
ent:81f9f6b9eb6b5a95,Barrier,Time and Cost Pressures,time and cost pressures,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c181::2345d9d0c3c62dbe,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,75.0,Time and cost are strong drivers for selecting a certain method of demolition,2,Time and Cost Pressures
ent:2fe1f891d6761aec,Barrier,Time Constraints,time constraints,True,29.Construction_and_Demolition_Waste_Guide_Recycling_and_Re-use_Across_the_Supply_Chain::c31::b86957e9eda7d8f4,29.Construction and Demolition Waste Guide Recycling and Re-use Across the Supply Chain.pdf,,increasing mechanisation of demolition works (primarily due to time pressures and occupational health and safety requirements),5,Time Constraints
ent:e25b1fc6cd054a7d,Barrier,Transport Costs and Emissions,transport costs and emissions,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"Brick recycling is labour intensive, as bricks require cleaning prior to reuse, and transport is expensive",6,Transport; Transport Costs and Emissions
ent:101c5c1e55aa2d39,Barrier,Underpricing of Landfill,underpricing of landfill,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"also difficult in the absence of regulation, underpricing of landfill, the absence of markets",2,Underpricing of Landfill
ent:7a0016514ddb1202,Barrier,Unguided and Inefficient Deconstruction Practices,unguided and inefficient deconstruction practices,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,"weak information sharing between them and recyclers, which results in unguided and inefficient deconstruction practices",1,Unguided and Inefficient Deconstruction Practices
ent:52947aff4f0bdd6c,Barrier,Unknowns in Reclaimed Components,unknowns in reclaimed components,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c179::9a81ebe6a308fda6,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,40.0,Other risks or a perception of risk stem from the higher number of unknowns in reclaimed components.,1,Unknowns in Reclaimed Components
ent:4c81ef1935308a0a,Barrier,Virgin Materials Dependency,virgin materials dependency,False,44.The_Transition_to_a_Circular_Built_Environment_in_::c34::c56e7ea2e809ad23,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,the increased construction will rely mainly on virgin materials with recycled content being used as a nice to have,2,Virgin Materials Dependency
ent:5d7b932998db6228,Barrier,Waste,waste,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,this pillar aims to eliminate the concept of construction waste – what was waste becomes inputs for something else,46,Waste
ent:590ed2fc36c1db7b,Barrier,Weak Information Sharing,weak information sharing,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,demolition operators' limited knowledge of opportunities for deconstruction is rooted in weak information sharing between them and recyclers,1,Weak Information Sharing
ent:d37f829dbd042220,Barrier,Worker Displacement,worker displacement,False,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,there is a risk of displacement or disengagement of these workers.,1,Worker Displacement
ent:e71a7e28383a47fd,Barrier,Wrong Specification of Materials,wrong specification of materials,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c39::0c55ef2d40a7b165,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,"lack of information, design errors, wrong specification of materials, client's design brief, and design changes during construction presents some significant challenges",1,Wrong Specification of Materials
ent:7257db79b7bdef16,Enabler,3D Printing Technology,3d printing technology,False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Cloud manufacturing, internet of things-assisted manufacturing and 3D printing technology: reliable tools for sustainable construction.",1,3D Printing Technology
ent:5db7bd5768799e6f,Enabler,Advanced Recycling Technologies,advanced recycling technologies,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c22::b555352e2b828dd2,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Advanced recycling technologies, such as automated sorting systems, have shown considerable promise",3,Advanced Recycling Technologies
ent:42e5126810c1b9ac,Enabler,Advanced Technologies,advanced technologies,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c43::7b9c0f85f5e4781b,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,advocate for the adoption of advanced technologies to improve waste management practices and efficiency,4,Advanced Technologies
ent:24c16016e731b65f,Enabler,Aligned programme,aligned programme,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c51::f83af8e5954acf46,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,easier to work with a different site on an aligned programme,1,Aligned programme
ent:cba2bf08839fb80a,Enabler,automated waste sorting systems,automated waste sorting systems,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c43::7b9c0f85f5e4781b,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,Nguyen et al. (2021) examined the use of automated waste sorting systems that significantly,1,automated waste sorting systems
ent:1b824dec3acbeefe,Enabler,Big Data,big data,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c52::d5dbe0bc18bbe5c0,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,31.0,"Blockchain, • Internet of Things (IoT) and • Big data.",1,Big Data
ent:258ef31a19780b31,Enabler,Blockchain,blockchain,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c52::d5dbe0bc18bbe5c0,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,31.0,"Blockchain, • Internet of Things (IoT) and • Big data.",1,Blockchain
ent:57b0ad8daad8212c,Enabler,CE Transition,ce transition,True,44.The_Transition_to_a_Circular_Built_Environment_in_::c36::5573267d0f2b37c2,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,there is good potential for the built environment sector to be a major factor in the transition from a recycling economy to a CE,2,CE Transition
ent:431d4ee86f20c90b,Enabler,Circular design tools and resources,circular design tools and resources,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c41::071ef31f01ad8b91,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Circular design tools and resources.,1,Circular design tools and resources
ent:4018e7fb8e5a502f,Enabler,Circular Economy (CE),circular economy (ce),True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,A circular economy (CE) offers a framework to address the adverse effects of the business‑as‑usualmodeloftheconstructionindustry,12,Circular Economy (CE); Circular Economy in the Built Environment
ent:c98a5155fb857ede,Enabler,Circular Economy Business Models,circular economy business models,True,75.Case-Study-1-1-ATCO-SL::c104::0273753976830c6d,75.Case-Study-1-1-ATCO-SL.pdf,44.0,more effectively implemented through adopting a circular economy business model,1,Circular Economy Business Models
ent:101bd50fb6ed397a,Enabler,Circular Economy in Construction,circular economy in construction,True,48.What-Works-3-For-circular-design-in-the-built-environment::c28::4dc8d45055c41b55,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,a truly circular Built Environment will involve consideration and widespread implementation of all these design strategies,9,Circular Built Environment; Circular Economy in Construction
ent:3c6517e9857f804d,Enabler,Circular Economy Principles,circular economy principles,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,Studies fully aligned with government policies typically demonstrate the successful implementation of circular economy principles that meet policy objectives.,28,Circular Economy Principles
ent:9fcf5ffdead3d8a1,Enabler,Common Objective Across the Value Chain,common objective across the value chain,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c85::4e9272121fad372f,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,This enabled understanding and common objective across the value chain,1,Common Objective Across the Value Chain
ent:960ecc869a0f66b6,Enabler,Cross-Functional Collaboration,cross-functional collaboration,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c53::d75fc035cabaef73,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,14.0,a cross functional way of working to get ambassadors and stakeholders involved early in the process,1,Cross-Functional Collaboration
ent:3bf76f4f718ca037,Enabler,Customer demand for reused products,customer demand for reused products,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c53::d75fc035cabaef73,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,14.0,The key driver of this initiative is customer demand for reused products,1,Customer demand for reused products
ent:6f9ede0ba50e6236,Enabler,Data on materials and waste,data on materials and waste,True,52.Circular-Economy-Markets-Australia-_ARUP::c232::726cc576ed1515f3,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Fund the creation and publication of data on materials and waste including but beyond global warming potential,2,Data on materials and waste
ent:95c0ee2624ef3e8f,Enabler,Design for Disassembly (DfD),design for disassembly (dfd),True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c40::bec6e1208f033891,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Embedding circularity into construction – through adaptive reuse, modular and prefabricated systems, design for disassembly",31,Design for Disassembly; Design for Disassembly (DfD)
ent:40394bcd273bff24,Enabler,Design Out Waste and Pollution,design out waste and pollution,True,19.Circular_Economy_Resource_Recovery_Report_2021-22::c5::010d297aa1b7cf17,19.Circular Economy Resource Recovery Report 2021-22.pdf,,It is based on three principles: design out waste and pollution; keep products and materials in use,4,Design Out Waste and Pollution
ent:929ba31b93721e7d,Enabler,Digital Tools,digital tools,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,These may involve advanced techniques and planning that again benefit from digital tools,4,Digital Tools
ent:d56df59307fc999e,Enabler,Digital tools in material flow,digital tools in material flow,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Digital tools in material flow,1,Digital tools in material flow
ent:cece27bdecbab6b3,Enabler,drivers,drivers,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c79::a1d1f7091ec69ccb,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"They included 'building materials', 'cost', 'design', 'building performance', 'social sustainability', 'vehicles', 'end-of-life', 'drivers', 'challenges', 'affordability'",3,drivers
ent:95459c57278727b9,Enabler,Ease of manufacture and efficiency of assembly,ease of manufacture and efficiency of assembly,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c116::1761486bf37a971b,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,This is a design approach that focuses on ease of manufacture and efficiency of assembly.,1,Ease of manufacture and efficiency of assembly
ent:087b6c367d0dcaee,Enabler,Economic Incentives,economic incentives,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Circular KPIs, green economic incentives.",8,Economic Incentives
ent:a7c33912a7c65b46,Enabler,Enablers for Circular Economy Construction,enablers for circular economy construction,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c2::f2ed9c845d00b68d,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,transitioning actors to enablers of circular practices throughout the multiple stages of construction,2,Enablers for Circular Economy Construction
ent:33e2b6adde951423,Enabler,Financial Incentives for Design,financial incentives for design,False,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c234::ac2cf624db354bb8,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"financially incentivising improved design, including design for deconstruction",1,Financial Incentives for Design
ent:fa1b8a179b6910ef,Enabler,Flexible Zoning for Mixed-Use Conversions,flexible zoning for mixed-use conversions,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"flexible zoning for mixed-use conversions, waivers on certain code requirements",1,Flexible Zoning for Mixed-Use Conversions
ent:e12e55969b5e60be,Enabler,Fostering behaviour change through education and engagement,fostering behaviour change through education and engagement,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c28::5e2e8715ef51412d,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,fostering behavioural change through education and engagement,1,Fostering behaviour change through education and engagement
ent:2a081e873fe904bf,Enabler,Funding programs for upgrading facilities,funding programs for upgrading facilities,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,"These policies typically involve funding programs for upgrading facilities, pilot project grants, and incentives for adopting recycled materials during construction.",1,Funding programs for upgrading facilities
ent:8906dfbe695d8a5c,Enabler,Government Purchasing Power,government purchasing power,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c415::1be5131205897b8e,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,government purchasing power can have material impact on market outcomes for particular sectors,1,Government Purchasing Power
ent:85c20933a3c9c065,Enabler,Grants,grants,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c56::64cb3906ab498bf9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,The strategy will provide incentives such as R&D tax credits or grants for modular building construction techniques,5,Grants
ent:3336f4c88fd7c15e,Enabler,Green loan frameworks,green loan frameworks,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Encourage banks to integrate circularity into green loan frameworks by 2025,1,Green loan frameworks
ent:4931608732c55a22,Enabler,Harmonised levies,harmonised levies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Strengthen economic signals through harmonised levies, targeted tax incentives for circular businesses",1,Harmonised levies
ent:07331cf7dd38fb22,Enabler,harmonised regulation,harmonised regulation,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c20::03863d1f6410f965,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"the Circular Economy Ministerial Advisory Group (CEMAG) recommendations for harmonised regulation, Indigenous knowledge",2,harmonised regulation
ent:68f1c77384e444f2,Enabler,Incentives for Building Retrofitting,incentives for building retrofitting,False,44.The_Transition_to_a_Circular_Built_Environment_in_::c33::d621d3b82c7199a3,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,"incentives to encourage the alteration, retrofitting and rebuilding of current building stock is needed",1,Incentives for Building Retrofitting
ent:ed320e95ba440800,Enabler,Incentives for clean concrete waste,incentives for clean concrete waste,True,52.Circular-Economy-Markets-Australia-_ARUP::c167::5dc58eae13043904,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Incentives and disincentives are needed to ensure concrete waste remains clean and in better quality,2,Incentives for clean concrete waste
ent:0fa7b4d1a0bb9d22,Enabler,Incentives for Reuse and Recycling,incentives for reuse and recycling,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,"pilot project grants, and incentives for adopting recycled materials during construction.",4,Incentives for Reuse and Recycling
ent:aae3e83abd45c5d6,Enabler,Information Availability,information availability,True,26.uilt_environment_sector_primed_to_take_on_circularity_report_finds::c1::f9fc293c8a3f8f4d,"26.uilt environment sector 'primed to take on circularity,' report finds.pdf",3.0,they are often demolished because the information about the design is lost,4,Information Availability
ent:fd5be5ba7cc28807,Enabler,Information Sharing,information sharing,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c54::b2e2a18683137bee,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"effective information sharing between manufacturers, building owners, and contractors to facilitate material extraction and planning",2,Information Sharing
ent:14f3a87bcc5640c2,Enabler,Innovation,innovation,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"they expect demolition contractors to be as competent in project management, safety, and innovation as any other construction professionals",7,Innovation
ent:a11093718bf63d29,Enabler,Integrated Trading Platform for Construction and Demolition,integrated trading platform for construction and demolition,False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c54::b77545b9925cac85,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,An integrated trading platform for construction and demolition,1,Integrated Trading Platform for Construction and Demolition
ent:0e8f0ead03d20197,Enabler,Interactive Communication Platform,interactive communication platform,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,Establishing an interactive communication platform to enable the cooperation of demolition operators with other parties involved,1,Interactive Communication Platform
