subject_id,predicate,object_id,support_count,avg_confidence,evidence_samples
ent:3de8ab69655d32be,APPLIES_TO,ent:d948e6c3294a579f,1,0.6,EU Construction & Demolition Waste Management Protocol
ent:3de8ab69655d32be,REQUIRES,ent:0f5135ddd60eacec,1,0.6,Construction and Demolition Waste Management Protocol (guidelines on CDW management) and guidelines on pre-demolition audits are provided in the Directive.
ent:3de8ab69655d32be,REQUIRES,ent:1b2bd51e9580a85a,1,0.6,aims to: Improved resource and waste processing
ent:3de8ab69655d32be,REQUIRES,ent:324e56837970209d,1,0.6,"aims to: Improved resource and waste identification, source separation and collection"
ent:3de8ab69655d32be,REQUIRES,ent:46850b465f70a777,1,0.6,aims to: Quality management; Appropriate policy and framework conditions.
ent:3de8ab69655d32be,REQUIRES,ent:c3de8839cbb58ada,1,0.6,"Improved resource and waste identification, source separation and collection"
ent:3de8ab69655d32be,REQUIRES,ent:e1c7e74bfd1f0de2,1,0.6,aims to: Improved resource and waste logistics
ent:3e23e57b4994740f,AFFECTS,ent:539995acd5e53f0e,1,0.6,Priority materials that will significantly lift national recycling rates and reduce material footprint include secondary concrete and steel
ent:3e23e57b4994740f,AFFECTS,ent:bba1412d2cce870c,1,1.0,"steel (2% by weight, but 15% by embodied carbon)"
ent:3e23e57b4994740f,PRODUCES,ent:2e3aab8b12e9f927,1,0.6,Cement and steel production alone contribute up to 15–20% of Australia's industrial emissions
ent:3e23e57b4994740f,PRODUCES,ent:4cb6265ac82ed62e,1,1.0,instead focusing on larger sections where the carbon benefit was greatest.
ent:3e3101db4975e821,APPLIES_IN,ent:2ca69d28fbcb6e45,1,0.6,Queensland Government (2019) Queensland waste management and resource recovery strategy. Retrieved from https://www.qld.gov.au
ent:3e3101db4975e821,ISSUED_BY,ent:74b99c957f8041d6,1,0.6,Queensland Government (2019) Queensland waste management and resource recovery strategy
ent:3e95ca2e35ce8d1d,INVOLVES,ent:220e4eb1151baec7,2,0.6,"Life cycle assessment of a Danish office building designed for disassembly, Building Research & Information | Life cycle assessment of a Danish office building designed for disassembly, Building Research & Information"
ent:3ea8b5dc3b676baa,APPLIES_IN,ent:96671ae357249e7f,2,0.6,Contractors at The Cape were educated and challenged to change their work practices | Contractors at The Cape were educated and challenged to change their work practices
ent:3ea8b5dc3b676baa,APPLIES_TO,ent:fd40b629887d411a,1,0.6,creation of basic level training of circular economy principles to local authorities
ent:3ea8b5dc3b676baa,ENABLES,ent:20c5c69be13d1d1b,2,0.6,training for energy efficiency and CE | training for energy efficiency and CE
ent:3ea8b5dc3b676baa,INVOLVES,ent:e227499b8c472390,2,0.6,Contractors at The Cape were educated and challenged to change their work practices | Contractors at The Cape were educated and challenged to change their work practices
ent:3ea8b5dc3b676baa,INVOLVES,ent:fd40b629887d411a,1,0.6,creation of basic level training of circular economy principles to local authorities
ent:3ee75c482ace4009,ENABLES,ent:c239ee60cf17a200,1,0.6,ensure materials and products within the building are regularly maintained and renovated to extend their lifespan
ent:3f70689916ce1a8a,INVOLVES,ent:00a9eed205ea8eae,1,1.0,efforts along the value chain to promote: a. the reuse or recycling of resources
ent:3f7532c3b62beaed,ENABLES,ent:4524d69698dba12a,2,0.6,"Future job design, skill development and retraining required for designing, specifying and constructing | Future job design, skill development and retraining required for designing, specifying and constructing"
ent:3f7532c3b62beaed,REQUIRES,ent:a8eb488d757dc2f9,2,0.6,"Future job design, skill development and retraining required for designing, specifying and constructing less carbon-intensive buildings | Future job design, skill development and retraining required for designing, specifying and constructing less carbon-intensive buildings"
ent:3f8c3ff814214088,REQUIRES,ent:f32ec6ae96c4e5a1,1,1.0,This also allows Ireland track progress against EU waste reduction targets at the site of generation.
ent:401d575615e72379,REFERENCES,ent:f703a38a0621ba47,1,0.6,"European Commission, Circular economy action plan"
ent:401d575615e72379,REQUIRES,ent:41e5182bea824bef,1,0.6,mandatory Green Public Procurement (GPP) criteria and targets in sectoral legisla/on
ent:401d575615e72379,REQUIRES,ent:e99473574d429c97,1,0.6,mandatory Green Public Procurement (GPP) criteria and targets in sectoral legisla/on
ent:401d575615e72379,REQUIRES,ent:f9a7d38f8e0fa334,1,0.6,phase in compulsory repor/ng to monitor the uptake of GPP
ent:40394bcd273bff24,AFFECTS,ent:41d952a6c566a396,1,1.0,encourages the use of available materials as efficiently as possible to minimise the quantity of resources used
ent:40394bcd273bff24,BARRIERS,ent:8782e659d2535a23,1,0.6,"circular economy frameworks rely heavily on recovery and recycling of construction waste, while there is minimal focus on designing out waste"
ent:40394bcd273bff24,ENABLES,ent:093abe0c518d2803,1,0.6,Design out waste and pollution | Keep products and materials in use
ent:40394bcd273bff24,ENABLES,ent:dd219bd0e8e6efb1,1,1.0,various design concepts are used for C&D waste minimisation opportunities at the design phase. These include design out waste
ent:40394bcd273bff24,REFERENCES,ent:75ac6275b84a5b2a,1,1.0,Design out Waste (DoW) is a design guideline that encourages the use of available materials
ent:404d0ae40201f46c,PRODUCES,ent:d85c98d95895c32a,2,1.0,"Implement systems to collect, manage and report on circularity metrics throughout the building's life. | Implement systems to collect, manage and report on circularity metrics throughout the building's life. Align metrics with Appendix D."
ent:404d0ae40201f46c,REFERENCES,ent:2641f6d787aac061,2,1.0,"Align metrics with Appendix D. | Implement systems to collect, manage and report on circularity metrics throughout the building's life. Align metrics with Appendix D."
ent:4063086326556e1d,PRODUCES,ent:fe385b3177a15950,1,0.6,Develop recycling and resource recovery infrastructure to facilitate the separation and processing of materials
ent:40911fb32b0608dc,ISSUED_BY,ent:6c3148c9daa329ba,1,0.6,the European Union has banned the destruction of returned or unsold textiles and footwear
ent:40922cf73a7ff631,APPLIES_IN,ent:4874da6880c04210,2,0.6,The plan also targets urban planning requirements for multi-unit dwellings to manage household waste. | The plan also targets urban planning requirements for multi-unit dwellings to manage household waste.
ent:40c47eebd4d670b2,AFFECTS,ent:539995acd5e53f0e,1,0.6,"Priority materials that will significantly lift national recycling rates and reduce material footprint include secondary concrete and steel, ash from coal-combustion, and asphalt"
ent:410a3d712c316268,AFFECTS,ent:ba79c135dff9b7c3,1,0.6,"Reducing waste disposal through recovery: reusing, recycling and upcycling"
ent:410a3d712c316268,ENABLES,ent:ddb84758a1c18d14,1,0.6,"the word recycle, could be identified by the use of 'recycle' or any other word used in the policy that might imply a recycling practice such as upcycle or upcycling"
ent:410a3d712c316268,INVOLVES,ent:ad64eb5e9bbadd15,1,0.6,"Recycling, up-cycling, and re-using materials such as concrete, steel, wood, or plasterboard"
ent:410a3d712c316268,INVOLVES,ent:ca084881d5f33874,1,0.6,product components to be upcycled in the manufacturing process of new products
ent:410a3d712c316268,PRODUCES,ent:865a0203c5ba8e37,2,0.6,upcycling or downcycling of waste into secondary materials | upcycling or downcycling of waste into secondary materials
ent:410a3d712c316268,PRODUCES,ent:a388efdcc58205f5,1,0.6,"can lead to recovered materials of product for sale or lease. This avoids the same quality, lower quality (down-cycling) or higher quality (upcycling)"
ent:41d952a6c566a396,APPLIES_TO,ent:abb5d16cadb7c7bf,1,0.6,This requires designers to build the efficient use of resources principle into the design stage of construction projects.
ent:41d952a6c566a396,PRODUCES,ent:9af63a10a7e33afa,1,0.6,It drives sustainable growth by focusing on resource efficiency
ent:41e5182bea824bef,APPLIES_IN,ent:9671fa472eccf596,1,0.6,mandatory Green Public Procurement (GPP) criteria and targets in sectoral legisla/on
ent:4226d049355bcd9e,BARRIERS,ent:5aa6a26bdf6e274e,1,0.6,The level of recovery of a material stream and market demand for associated products is related to geography and pricing
ent:4242365645394aa8,ENABLES,ent:a10ff53bbddf2a14,1,1.0,"Strategic Planning & Early Engagement: As discussed in chapter 2, an Existing Building Audit will help to identify materials"
ent:4242365645394aa8,INVOLVES,ent:47107228e034e5ff,1,1.0,"early engagement from the building owner, subject matter experts like material specialists and manufacturers to contractors and second owners"
ent:4242365645394aa8,INVOLVES,ent:674225ac8bed0ebf,1,1.0,subject matter experts like material specialists and manufacturers to contractors and second owners and stockists.
ent:4242365645394aa8,INVOLVES,ent:c7002ccb6236c844,1,1.0,"This approach requires early engagement from the building owner, subject matter experts like material specialists and manufacturers"
ent:4251fe4be8798835,ENABLES,ent:54c1c23bcc1db88d,1,0.6,Improving the availability of intermediate waste sorting and storage facilities
ent:4252199c11dc8cfd,INVOLVES,ent:1414524899c0a4dc,2,1.0,Liaise with Material specialist including manufacturers | Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers)
ent:4252199c11dc8cfd,INVOLVES,ent:674225ac8bed0ebf,2,1.0,Material/ component specific criteria (Liaise with Material specialist including manufacturers) | Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers)
ent:4252199c11dc8cfd,INVOLVES,ent:d3b6e01e12ab976e,1,1.0,Material/ component specific criteria (Liaise with Principal contractor Material specialist including manufacturers)
ent:42524ec9578d93f5,AFFECTS,ent:ae0c41bcb8fdaf06,1,0.6,Renewable Energy Zones (REZ) and major public works to maximise synergies and outcomes
ent:42524ec9578d93f5,PRODUCES,ent:ae0c41bcb8fdaf06,1,0.6,Renewable Energy Zones (REZ) and major public works to maximise synergies and outcomes
ent:428c7ed4b4755317,INVOLVES,ent:d0c4f8f146773703,1,0.6,"The matching of stock and requirements can be facilitated through digital tools, such as Heyne Tillet Steel's HTS Stockmatcher."
ent:42e5126810c1b9ac,ENABLES,ent:00a9eed205ea8eae,1,0.6,"innovations aimed at enhancing waste sorting, recycling, and material recovery processes"
ent:42e5126810c1b9ac,ENABLES,ent:36bf88f3c4d7251e,1,0.6,the impact of technologies in achieving waste minimisation objectives in Australia
ent:42e5126810c1b9ac,ENABLES,ent:7620edae7028b6fb,1,0.6,"the opportunity to use new technology that supports circular economy practices, making materials' information readily available for actors to use"
ent:42e5126810c1b9ac,ENABLES,ent:915b7157a6fe6f69,1,0.6,advocate for the adoption of advanced technologies to improve waste management practices and efficiency
ent:42e5126810c1b9ac,ENABLES,ent:aae3e83abd45c5d6,1,0.6,"use new technology that supports circular economy practices, making materials' information readily available for actors to use"
ent:42e5126810c1b9ac,ENABLES,ent:d948e6c3294a579f,1,0.6,This technology and high landfill prices have meant that the ACT is now diverting over 85% of the C&D waste stream.
ent:431d4ee86f20c90b,AFFECTS,ent:577805effc7c0699,1,0.6,Circular design tools and resources. Green House Gas (GHG) emissions that cause climate change
ent:431d4ee86f20c90b,ENABLES,ent:c98a5155fb857ede,1,0.6,"Circular design tools and resources. Circular business models e.g., reuse, sharing, remanufacturing, leasing, take-back, product-as-a-service"
ent:43326125c26978ac,INVOLVES,ent:c313c874d8b2d03e,1,0.6,A platform for national demolition associations and demolition Group related contractors and suppliers.
ent:43326125c26978ac,INVOLVES,ent:e227499b8c472390,1,0.6,A platform for national demolition associations and demolition Group related contractors and suppliers.
ent:4368c37178622780,AFFECTS,ent:601056002e50600d,1,0.6,Increase landfill levies progressively where needed (with safeguards for illegal dumping) to make recycling the financially obvious choice for businesses.
ent:4368c37178622780,BARRIERS,ent:e052fa56520baa4f,1,0.6,Increase landfill levies progressively where needed (with safeguards for illegal dumping) to make recycling the financially obvious choice
ent:4368c37178622780,ENABLES,ent:248a0f18ea2819c2,1,0.6,"States with sustained policy interventions (SA, ACT) perform far better. The data validates measures like landfill levies"
ent:4387147dd979347c,ENABLES,ent:404d0ae40201f46c,1,1.0,BIM model to include circularity and environmental
ent:43cbc4fcfa192e4f,ENABLES,ent:a4afa4f9b44e355a,1,1.0,Scale existing State and Territory circular precinct frameworks
ent:43e91d4ce9d5580b,APPLIES_TO,ent:2773199bbaf77075,1,1.0,Design for Deconstruction Guide for Building Services
ent:43e91d4ce9d5580b,INVOLVES,ent:6a953fcdf8dba610,1,1.0,Collaboration with Deconstruction Contractors: Early-stage engagement with deconstruction specialists helps design buildings for disassembly
ent:43e91d4ce9d5580b,ISSUED_BY,ent:a41f453e3868e1af,1,1.0,2021 Design for Deconstruction Guide for Building Services (WIP).docx components Arup.
ent:43e91d4ce9d5580b,REFERENCES,ent:7f48f533ca19400e,1,1.0,A link to resources on design for deconstruction is given in the resources section of this guide
ent:43e91d4ce9d5580b,REQUIRES,ent:7f48f533ca19400e,1,1.0,"These principles aim to aid deconstruction through planning and design, allowing components to be taken apart more easily."
ent:44032b5c88996cb5,BARRIERS,ent:e5d021251bc4a69a,1,0.6,those that do not may suffer skill gaps and internal friction.
ent:444ba5184ac1baa9,AFFECTS,ent:b1f3fbd36589ae05,1,0.6,Renova/on and Refurbishment First' policy and avoid demoli/on to reduce waste and carbon emissions.
ent:444ba5184ac1baa9,AFFECTS,ent:e2ad6d5c98516a40,1,0.6,avoid demoli/on to reduce waste and carbon emissions. Approximately 60% of a building's emissions
ent:444ba5184ac1baa9,REQUIRES,ent:d703526383f5099f,1,0.6,Instruct a 'Renova/on and Refurbishment First' policy and avoid demoli/on to reduce waste
ent:44c3963873afa3c4,APPLIES_IN,ent:2ca69d28fbcb6e45,1,1.0,A University of Melbourne's Centre for Advanced Manufacturing of Prefabricated Housing report
ent:44f1e7ab497cb565,INVOLVES,ent:0cecba1e75b94d78,1,0.6,"Department of Housing, Local Government and Heritage; Professional bodies and industry leaders"
ent:4524d69698dba12a,AFFECTS,ent:f3decafd4229159e,2,0.6,"They included 'building materials', 'cost', 'design', 'building performance' | They included 'building materials', 'cost', 'design', 'building performance'"
ent:4524d69698dba12a,APPLIES_TO,ent:938bb89e7e566362,1,1.0,"Specify criteria for different building layers (structure, envelope, systems and finishes), ensuring access, adaptability, longevity, and reuse opportunities."
ent:4524d69698dba12a,BARRIERS,ent:eb7823f69ba794b4,1,0.6,buildings were not designed to be taken apart; they are difficult to deconstruct without damage
ent:4524d69698dba12a,ENABLES,ent:072a72f9549bad67,1,1.0,Whilst most effective to implement during the planning and design phases
ent:4524d69698dba12a,ENABLES,ent:795076d1795eb4bc,1,0.6,We can use materials more efficiently through purposeful design
ent:4524d69698dba12a,ENABLES,ent:8bb1627054e77ecb,1,0.6,Demand for recycled materials can be supported for design changes
ent:4524d69698dba12a,ENABLES,ent:ddb84758a1c18d14,1,0.6,"Design, planning Repurpose, recycle, recover"
ent:4524d69698dba12a,ENABLES,ent:ee012e2bdb4bde9a,1,0.6,"Design, planning Repurpose, recycle, recover"
ent:4524d69698dba12a,INVOLVES,ent:5cd53dea06171531,2,0.6,design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction | design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction
ent:4524d69698dba12a,INVOLVES,ent:74580361eacc5dbf,1,1.0,The process for designing with reclaimed materials may differ depending on whether the project is a refurbishment or new build.
ent:4524d69698dba12a,INVOLVES,ent:7f48f533ca19400e,1,0.6,"Design products to be more efficient e.g. by dematerialising, designing for disassembly"
ent:4524d69698dba12a,INVOLVES,ent:dc3103ca19136cd2,2,0.6,design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction | design and onsite decisions about material choice and material reuse for low-rise and multi-unit apartment housing construction
ent:4524d69698dba12a,PRODUCES,ent:a8eb488d757dc2f9,2,0.6,"required for designing, specifying and constructing less carbon-intensive buildings | required for designing, specifying and constructing less carbon-intensive buildings"
ent:4524d69698dba12a,REQUIRES,ent:ebf24303b55a7a7f,1,0.6,"How do we optimise flexibility and quality of design to realise changes of use that might take place over, say, a 50-year timespan?"
ent:459d8397c39b2256,REQUIRES,ent:a9d8695d95a9ae5c,1,1.0,explore deconstruction of existing buildings as a viable alternative to traditional demolition due to the high volume of construction waste
ent:461e21ba049b6b6f,ENABLES,ent:94be4e277b4d96f9,1,0.6,Other incentives used globally include grants or low-interest loans for sustainable renovations
ent:463e79e7ec3ee697,INVOLVES,ent:1f23931b261f4e8d,1,1.0,are typically covered by either the deconstruction contractor and reseller or the developer
ent:4641ee21628f470c,INVOLVES,ent:53e7b8ba3696e05a,1,0.6,examine how organizational decision-makers use the information available when making evaluative judgments
ent:4641ee21628f470c,INVOLVES,ent:b21841beee8cbd52,1,0.6,the policy review focuses on how existing policies and legislation around construction waste management
ent:4641ee21628f470c,REFERENCES,ent:26547d0fc68cab25,1,0.6,any recommendations or requirements for the guidelines or processes that impacted construction waste management
ent:4641ee21628f470c,REFERENCES,ent:75ac6275b84a5b2a,1,0.6,the policy review tried to pull out any recommendations or requirements for the guidelines
ent:46599d3d0783f137,ISSUED_BY,ent:be3583fbecc124f4,1,1.0,"A guide was developed by Built and Coreo, to assist building projects of all sizes to write a disassembly plan"
ent:465a8b9b73e442b1,INVOLVES,ent:a388efdcc58205f5,1,0.6,Processing of recovered materials to make raw materials for use in making new products or direct use. May also be called 'secondary processing'
ent:465a8b9b73e442b1,PRODUCES,ent:b4e45bfd70fec778,1,0.6,Processing of recovered materials to make raw materials for use in making new products or direct use. May also be called 'secondary processing'
ent:466487bec0729b57,ISSUED_BY,ent:937e87b62f07978f,1,1.0,"American Society of Heating, Refrigerating and Air-Conditioning Engineers. Sustainability Roadmap. American Society of Heating, Refrigerating and Air-Conditioning Engineers, 2006."
ent:46a10eef8c560f0e,AFFECTS,ent:8782e659d2535a23,1,1.0,prevents the reuse of building materials even where this would be legitimate and would enhance circular economy outcomes
ent:46a10eef8c560f0e,BARRIERS,ent:0f45765ff65b422f,4,1.0,current standard building contracts specify the use of new materials which prevents the reuse of building materials | standard building contracts specify the use of new materials which prevents the reuse of building materials | standard building contracts specify the use of new materials which prevents the reuse of building materials
ent:46a10eef8c560f0e,REQUIRES,ent:61fa3c3e9eff7bdf,1,1.0,current standard building contracts specify the use of new materials which prevents the reuse of building materials
ent:46bdce03dab352f4,APPLIES_TO,ent:61ef635d5d86fa10,1,1.0,Figure 8: Donor building - City Place House
ent:470e31d53e0e7be6,ENABLES,ent:3ea8b5dc3b676baa,1,1.0,"Establish environmental impact indicators, and identify which areas for constant improvement in circular economy principles"
ent:47107228e034e5ff,INVOLVES,ent:f6d554ae0df5330e,1,1.0,These may be developed by a single player but often will involve the subject matter experts
ent:47327ac614e21bcf,PRODUCES,ent:0f662921ecc88d20,1,1.0,new construction adds new materials to the existing stock
ent:47327ac614e21bcf,PRODUCES,ent:61fa3c3e9eff7bdf,1,0.6,new construction adds new materials to the existing stock
ent:47327ac614e21bcf,PRODUCES,ent:8830dc5d149df6de,1,1.0,Reuse of building materials in a new construction • Waste reduction
ent:47327ac614e21bcf,PRODUCES,ent:e2ad6d5c98516a40,2,0.8,new construction is equally—if not more—GHG-intensive | new construction is equally—if not more—GHG-intensive
ent:47327ac614e21bcf,REQUIRES,ent:02804fced2f45c1a,1,1.0,"likely it would be demolished, primarily motivated by needing to make way for new construction"
ent:473597f52b09b814,PRODUCES,ent:8317f312aba3b45c,1,1.0,Keep and update inventory to measure material quantities and establish reuse availability. Signal availability of material to potential buyers
ent:473597f52b09b814,PRODUCES,ent:a3b206b68f9b8ff4,1,1.0,"Comprehensive digital inventory and material passports | Contractor, planner/designer, stockholder"
ent:473597f52b09b814,PRODUCES,ent:d3b5606632a6007c,1,1.0,Keep and update inventory to measure material quantities and establish reuse availability
ent:474afa6d04178216,APPLIES_IN,ent:2ca69d28fbcb6e45,1,0.6,"Waste Account, Australia, Experimental Estimates, 2018-19 financial year | Australian Bureau of Statistics"
ent:4874da6880c04210,INVOLVES,ent:cb383f84cce4ab19,2,0.6,The ACT has specialised facilities for sorting C&D waste for use in building and road construction. | The ACT has specialised facilities for sorting C&D waste for use in building and road construction.
ent:48c46ac7c2fdb1b9,REQUIRES,ent:76ce008a1d82bd0c,1,1.0,Excavated materials should be assessed and classified for potential reuse or recovery potential.
ent:492e1ca6b2082413,ENABLES,ent:53d08a76c1b609a8,1,0.6,Incorporating circular opportunities in the built environment during the construction and throughout the asset life of buildings allows for optimal usage of construction materials
ent:4987d87b8fd54733,REQUIRES,ent:a26227e0569ba111,1,0.6,the Waste Avoidance policy aims to reduce the amount of waste disposed of in the landfill using the treatment hierarchy
ent:49a7d7627d2d4a95,ENABLES,ent:750a8935a9b3fda3,1,0.6,compliance requirements set by construction sustainability rating schemes such as Green Star (Green Building Council of Australia) and ISCA
ent:49a7d7627d2d4a95,ISSUED_BY,ent:057fc0c6b5767266,1,0.6,ISCA (Infrastructure Sustainability Council of Australia)
ent:49a7d7627d2d4a95,REQUIRES,ent:57541cb85ffd40c2,1,0.6,mandate or incentivise compliance requirements set by construction sustainability rating schemes such as Green Star (Green Building Council of Australia) and ISCA
ent:49e755883c54a5e3,AFFECTS,ent:c239ee60cf17a200,1,0.6,evaluate the state of materials during the lifespan and end of life of a building
ent:4ae1854f88fa57eb,REQUIRES,ent:1fd5a7c155e2021d,1,0.6,Use the wealth of data and experience from above to adapt strategy over time. Establish a formal feedback mechanism
ent:4ae1854f88fa57eb,REQUIRES,ent:cb4200f7899fab4c,1,0.6,Use scenario modelling tools (drawing on the national data platform) to test if current actions are
ent:4b56e8bdddfd38dd,AFFECTS,ent:83eae5e8ff0f229a,1,0.6,provides long-term direction and certainty for Victorian businesses
ent:4b56e8bdddfd38dd,APPLIES_TO,ent:1b2bd51e9580a85a,1,0.6,The policy establishes goals for the Victorian waste and resources recovery system so that it effectively supports a circular economy
ent:4b56e8bdddfd38dd,ISSUED_BY,ent:f1c492adeba36470,1,0.6,A Circular Economy for Victoria The policy outlines the Victorian government's vision for how materials are used and managed
ent:4ba0a0c56955cb65,ENABLES,ent:e5c74656c2ff4fbf,2,0.8,"data e.g. product passports and design e.g. design for disassembly | utilise organic materials e.g. organic recycled content, data e.g. product passports and design e.g. design for disassembly"
ent:4c1e0a7e13187c38,APPLIES_TO,ent:4524d69698dba12a,1,1.0,Define and communicate sustainable and circular construction processes in alignment with agreed design strategies. Communicate this plan with the project team.
ent:4c1e0a7e13187c38,INVOLVES,ent:65fd7b63ecaf6a8a,1,1.0,Communicate this plan with the project team and external stakeholders as necessary.
ent:4c1e0a7e13187c38,INVOLVES,ent:c3e0055bf55e3d73,1,1.0,Communicate this plan with the project team and external stakeholders as necessary.
ent:4c7f5c4454573186,INVOLVES,ent:7c6c02f80118b246,1,0.6,the builder would go and try to source them and then hopefully report back
ent:4c7f5c4454573186,INVOLVES,ent:8063180a2a2d0711,1,0.6,"the waste contractor could apply the circular economy, not the builder"
ent:4c7f5c4454573186,INVOLVES,ent:a7c33912a7c65b46,1,0.6,"key stakeholders in the construction industry (CI), such as builders, architects, and engineers"
ent:4c7f5c4454573186,INVOLVES,ent:c7a68535667d7797,1,0.6,"Many builders, especially SMEs, are unaware of circular practices or perceive them as risky"
ent:4c7f5c4454573186,INVOLVES,ent:e5c74656c2ff4fbf,1,1.0,it was difficult for developers and builders to justify the costs of disassembly
ent:4c81ef1935308a0a,BARRIERS,ent:874ae87fd28c06b9,1,0.6,the increased construction will rely mainly on virgin materials with recycled content being used as a nice to have
ent:4d17f7db8d336dc7,REQUIRES,ent:20c5c69be13d1d1b,2,1.0,Energy efficiency is mandated within the NCC | Energy efficiency is mandated within the NCC
ent:4d523de7ce75293e,AFFECTS,ent:bba1412d2cce870c,1,1.0,Detail Timber 56% 9% 29% Structural Timber
ent:4d523de7ce75293e,PRODUCES,ent:18b96f214d981a70,1,1.0,Timber used for furniture
ent:4d523de7ce75293e,PRODUCES,ent:80383bd73d55bb14,1,0.6,"aggregates, and timber is resource-intensive and emissions-heavy"
ent:4de79a9dc4888742,ENABLES,ent:5cb4fcbb737d530d,1,1.0,Future initiatives should include the digital recording of material flows through ABDs and material passports
ent:4de79a9dc4888742,PRODUCES,ent:5cb4fcbb737d530d,1,1.0,Future initiatives should include the digital recording of material flows through ABDs and material passports
ent:4e12f1bf63c7f0b3,APPLIES_TO,ent:d62826ee23907b51,2,1.0,e.g. Certified fire-rated doors | e.g. Certified fire-rated doors
ent:4e2007736292d7e0,AFFECTS,ent:2fd465cf2dd3cfe5,1,0.6,broad categories of the waste streams in the policies impose a challenge in construction waste management
ent:4e54b39d28fd91c4,AFFECTS,ent:41d952a6c566a396,1,0.6,Sharing materials from one process to another to Cascade achieve resource use efficiency
ent:4e54b39d28fd91c4,ENABLES,ent:41d952a6c566a396,1,0.6,Sharing materials from one process to another to achieve resource use efficiency
ent:4e54b39d28fd91c4,INVOLVES,ent:131d5721860e312c,3,0.6,Sharing materials from one process to another to achieve resource use efficiency e.g. repeated use of renewable resources | repeated use of renewable resources without contamination | repeated use of renewable resources without contamination
ent:4e8bf269594c81d1,BARRIERS,ent:72ced6ac9f02dba0,1,1.0,"whether individual beams have service penetrations, fittings and stiffeners and what damage members might see"
ent:4edd7429da7a6ad7,ENABLES,ent:093abe0c518d2803,1,0.6,Design with sustainable materials and components Keep products and materials in use & regenerate nature
ent:4edd7429da7a6ad7,INVOLVES,ent:131d5721860e312c,1,0.6,"renewable resources, t easily broken down at end of life with no toxins/ pollutants"
ent:4edd7429da7a6ad7,INVOLVES,ent:8bb1627054e77ecb,1,0.6,"Procuring sustainably. Choosing recovered, high recycled content easily broken down at end of life with no toxins/ pollutants"
ent:4edd7429da7a6ad7,REQUIRES,ent:e5c74656c2ff4fbf,1,1.0,Design infrastructure and buildings for disassembly
ent:4ee42e044b06238e,APPLIES_IN,ent:4bb669ee9eaae6a5,1,0.6,"as part of the implementation approach for circular economy policies in the Netherlands, governments in some regions have established circular economy transition brokers"
ent:4ee42e044b06238e,ENABLES,ent:16021c4b356e650d,1,0.6,"circular transition brokers to work within precincts to train local experts and build local capacity, drive job creation"
ent:4ee42e044b06238e,ENABLES,ent:8782e659d2535a23,1,0.6,support businesses and other organisations to coordinate their actions to facilitate circular economy outcomes
ent:4ee42e044b06238e,INVOLVES,ent:601056002e50600d,1,0.6,circular economy transition brokers that support companies to implement circular initiatives and foster collaboration between them
ent:4ee42e044b06238e,INVOLVES,ent:a4afa4f9b44e355a,1,0.6,Coordinating circular transition brokers to work within precincts to train local experts and build local capacity
ent:4ee42e044b06238e,INVOLVES,ent:dc5fe3020825a6b8,1,0.6,advancing regeneration and restorative practices reflecting First Nations expertise
ent:4f44b782ef2750f9,REFERENCES,ent:0efceea178c206e9,1,1.0,development of a database that comprises an interconnected and continuously supplemented set of best practices; developing consumption systems towards a commonly shared vision of the waste hierarchy
ent:4fb18dc62cfa36d9,ENABLES,ent:00a9eed205ea8eae,1,1.0,training and workshops to align with reuse acceptance criteria and ensure careful handling to maximise material recovery rates.
ent:4fb18dc62cfa36d9,ENABLES,ent:e5c74656c2ff4fbf,1,1.0,It also provides opportunities for trials and any non-standardised training and PPE for safe disassembly.
ent:4fb18dc62cfa36d9,REQUIRES,ent:29de1cddbb918db5,1,1.0,Provide training and workshops to align with reuse acceptance criteria and ensure careful handling
ent:4fed71f06b551cc3,REQUIRES,ent:7f48f533ca19400e,2,1.0,use of reclaimed and recycled materials and design for disassembly | use of reclaimed and recycled materials and design for disassembly
ent:4fed71f06b551cc3,REQUIRES,ent:8bb1627054e77ecb,2,1.0,use of reclaimed and recycled materials and design for disassembly | use of reclaimed and recycled materials and design for disassembly
ent:507368ca0a1e9555,INVOLVES,ent:d948e6c3294a579f,1,0.6,improve the circularity of construction and demolition waste resources in Australia. In: Materials circular economy
ent:50c720d01e17d67b,AFFECTS,ent:b1f3fbd36589ae05,1,0.6,"hiring equipment to recycle demolished waste on-site reduces waste, transports associated carbon emissions, and reduces raw construction materials"
ent:50c720d01e17d67b,AFFECTS,ent:ed124039f3d57b32,1,0.6,"hiring equipment to recycle demolished waste on-site reduces waste, transports associated carbon emissions, and reduces raw construction materials"
ent:50c720d01e17d67b,ENABLES,ent:794df9a4e86b8325,2,1.0,on-site separation of materials on site to allow the materials to be reused or recycled at the highest possible value | on-site separation of materials on site to allow the materials to be reused or recycled at the highest possible value
ent:50c720d01e17d67b,INVOLVES,ent:e227499b8c472390,1,1.0,Train all construction site operators rigorously in EU protocols for waste segregation
