edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char,country
rel:7e5c2111eaab86aa,ent:e7e6e15dc6793c75,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"To accelerate sector-wide adoption of circular practices, targeted Circular Design Playbooks should be developed for priority asset classes",,,AU
rel:e14cb0aa09e531f8,ent:e7e6e15dc6793c75,INVOLVES,ent:779a33e4f68597ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance",,,AU
rel:9a306640e300d605,ent:e7e6e15dc6793c75,INVOLVES,ent:dbf4e1b4ad38658b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance",,,AU
rel:0549741576278d34,ent:e7e6e15dc6793c75,INVOLVES,ent:0ece5959bb5ac790,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance",,,AU
rel:eefc94f160720205,ent:e7e6e15dc6793c75,REQUIRES,ent:2b924d0b33cee0b0,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:8cf896372754f7bf,ent:e7e6e15dc6793c75,REQUIRES,ent:ee339dd6fa23ac18,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:8ac5858334429932,ent:e7e6e15dc6793c75,REQUIRES,ent:9cbd4047089d53c5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:7b0ad7a2d9613d23,ent:e7e6e15dc6793c75,REQUIRES,ent:33898b117cc86651,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",,,AU
rel:6823cf54a29f0d66,ent:e7e6e15dc6793c75,INVOLVES,ent:6482ab90ee960b19,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Each playbook will be developed in consultation with industry and standards bodies,,,AU
rel:b5ffbd3dc66c6816,ent:8bb0c1f6b943cc04,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"this pillar aims to eliminate the concept of construction waste – what was waste becomes inputs for something else, enabled by thoughtful design",,,AU
rel:32275ce481fb131d,ent:6a953fcdf8dba610,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"new services: design consultancies specialising in circular architecture, deconstruction contractors (instead of demolition only)",,,AU
rel:3b117884408eb3cc,ent:da53b3cc76faceba,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Incorporation of recycled asphalt pavement; concrete aggregates from Roads C&D waste,,,AU
rel:8c883ad940497b30,ent:2e49cd0847a19ff8,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,concrete aggregates from Roads C&D waste; crumb rubber; polymer-modified binders from recycled plastics,,,AU
rel:207a4bddfd702948,ent:e7e6e15dc6793c75,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"To accelerate sector-wide adoption of circular practices, targeted Circular Design Playbooks should be developed for priority asset classes",,,AU
rel:1d3df5189fc355d8,ent:e7e6e15dc6793c75,INVOLVES,ent:779a33e4f68597ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:f19a8b60d8fe365d,ent:e7e6e15dc6793c75,INVOLVES,ent:dbf4e1b4ad38658b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:5058e4cf2ae42937,ent:e7e6e15dc6793c75,INVOLVES,ent:0ece5959bb5ac790,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"These playbooks will provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates",,,AU
rel:3c12f78736594abd,ent:e7e6e15dc6793c75,REQUIRES,ent:2b924d0b33cee0b0,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",,,AU
rel:44757c040531dd39,ent:e7e6e15dc6793c75,REQUIRES,ent:ee339dd6fa23ac18,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",,,AU
rel:1491426adcc0ea0b,ent:e7e6e15dc6793c75,REQUIRES,ent:9cbd4047089d53c5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"provide engineers, architects, and asset owners with practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",,,AU
rel:c82ea9b1e1d3b09f,ent:e7e6e15dc6793c75,REQUIRES,ent:33898b117cc86651,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"practical guidance on design principles, material selection, specification updates, and end-of-life recovery strategies",,,AU
rel:6aba4b97742ebafb,ent:e7e6e15dc6793c75,INVOLVES,ent:6482ab90ee960b19,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Each playbook will be developed in consultation with industry and standards bodies,,,AU
rel:f23286fde7a17e30,ent:c7a68535667d7797,INVOLVES,ent:6a953fcdf8dba610,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"new services: design consultancies specialising in circular architecture, deconstruction contractors (instead of demolition only), and certification services for reused components",,,AU
rel:66d7ef6dd01b68dd,ent:8bb0c1f6b943cc04,ENABLES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"this pillar aims to eliminate the concept of construction waste – what was waste becomes inputs for something else, enabled by thoughtful design",,,AU
rel:92fde8f90968be22,ent:c7a68535667d7797,PRODUCES,ent:da53b3cc76faceba,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Incorporation of recycled asphalt pavement; concrete aggregates from Roads C&D waste; crumb rubber; polymer-modified binders from recycled plastics,,,AU
rel:e043a0da7f5ebb0f,ent:c7a68535667d7797,PRODUCES,ent:2e49cd0847a19ff8,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c61::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,concrete aggregates from Roads C&D waste; crumb rubber; polymer-modified binders from recycled plastics; lifecycle performance monitoring,,,AU
rel:707229c25374eea9,ent:2fd465cf2dd3cfe5,APPLIES_TO,ent:38a80555b829167d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,All building and infrastructure projects above a threshold should prepare a Circular Construction Plan before starting.,,,AU
rel:52a20a457e4d017e,ent:ab544b9b34a6b615,REFERENCES,ent:e52582591ac9cfd8,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,All building and infrastructure projects above a threshold (currently $7.5 million under the Environmentally Sustainable Procurement Policy),,,AU
rel:c23b7e37a1ef53f5,ent:ab544b9b34a6b615,REQUIRES,ent:36bf88f3c4d7251e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,"This would detail how the project will minimise waste (accurate ordering, modular sizing to reduce offcuts)",,,AU
rel:bba2988dd74d5eb7,ent:ab544b9b34a6b615,REQUIRES,ent:e789d138e26865a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,"This would detail how the project will minimise waste (accurate ordering, modular sizing to reduce offcuts)",,,AU
rel:4ac40ea449f20d3b,ent:8e9d29c722d583b5,AFFECTS,ent:bba1412d2cce870c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,since timber has lower embodied carbon and can be part of a regenerative forestry loop,,,AU
rel:27e77a59135bd4c2,ent:80932e76af31fdb3,AFFECTS,ent:bba1412d2cce870c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,since timber has lower embodied carbon and can be part of a regenerative forestry loop,,,AU
rel:490c1a5d0e48fa4e,ent:83b51ad2e0084c60,APPLIES_TO,ent:ad64eb5e9bbadd15,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,use recycled aggregates in concrete and pavement,,,AU
rel:40e6e5d99a809350,ent:87330f2a5994371f,APPLIES_TO,ent:38a80555b829167d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,use reclaimed timber and bricks from old buildings in new projects,,,AU
rel:55843d97afd46ca8,ent:8727bae3c28a57de,APPLIES_TO,ent:38a80555b829167d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,use reclaimed timber and bricks from old buildings in new projects,,,AU
rel:c4820d8fd0ae0fab,ent:874ae87fd28c06b9,APPLIES_TO,ent:ad64eb5e9bbadd15,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,All concrete used in government projects must contain at least 30%,,,AU
rel:e602c9262fb0a6e6,ent:874ae87fd28c06b9,APPLIES_IN,ent:38a80555b829167d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,All concrete used in government projects must contain at least 30%,,,AU
rel:dc1c353c0ce58982,ent:2fd465cf2dd3cfe5,REQUIRES,ent:ab544b9b34a6b615,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c58::1454ad80721a4a35,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,16.0,maybe,0.6,Expand on existing waste management plan requirements for construction projects. All building and infrastructure projects should prepare a Circular Construction Plan,,,AU
rel:0d48710d91a41f83,ent:d948e6c3294a579f,PRODUCES,ent:2e3aab8b12e9f927,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,C&D waste contributes roughly 38% of landfill inputs,,,AU
rel:ac2894b329cb3bdb,ent:da2afa5f0b262428,BARRIERS,ent:795076d1795eb4bc,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Landfill scarcity further exacerbates these challenges,,,AU
rel:9f0b11355a93ea8f,ent:f76635e1a917a5f0,BARRIERS,ent:3d40a26d8db16352,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,Community opposition to new sites and capacity limits in several jurisdictions increases reliance on effective recovery,,,AU
rel:af54325153ad198e,ent:80383bd73d55bb14,AFFECTS,ent:2e3aab8b12e9f927,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"poor disposal contributes to methane emissions, leachate contamination, and landscape pollution",,,AU
rel:a40277c51ebebe07,ent:4c7f5c4454573186,INVOLVES,ent:c7a68535667d7797,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"Many builders, especially SMEs, are unaware of circular practices or perceive them as risky",,,AU
rel:eef5c38f93d732f0,ent:693756eee7e1ae7c,BARRIERS,ent:f8e16278fe1dac84,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"mixed waste streams, reduce recovery efficiency",,,AU
rel:f7e8a055dd45b4b2,ent:3d40a26d8db16352,ENABLES,ent:f8e16278fe1dac84,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"lack recycling infrastructure, making local solutions necessary but logistically complex",,,AU
rel:b21b1c2d9af4ff25,ent:83b51ad2e0084c60,PRODUCES,ent:80383bd73d55bb14,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aggregates, and timber is resource-intensive and emissions-heavy",,,AU
rel:357721abd5d16dc3,ent:4d523de7ce75293e,PRODUCES,ent:80383bd73d55bb14,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aggregates, and timber is resource-intensive and emissions-heavy",,,AU
rel:279e3677e71bddbf,ent:c7a68535667d7797,REQUIRES,ent:3d40a26d8db16352,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c44::a6564a901afc7d8b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"regional or remote areas often lack recycling infrastructure, making local solutions necessary",,,AU
rel:7a086490d3290168,ent:67565bbe669fb475,INVOLVES,ent:7a2e81f9d9bd8b50,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"Strengthen Resource Recovery Regulations: Innovators (startups, universities) can pilot methods using crushed glass and plastic in new composites",,,AU
rel:0ce59b68d34995be,ent:67565bbe669fb475,INVOLVES,ent:c6451f809f8175e1,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"Strengthen Resource Recovery Regulations: Innovators (startups, universities) can pilot methods using crushed glass and plastic in new composites",,,AU
rel:29c89fa4005ffdd8,ent:4368c37178622780,AFFECTS,ent:601056002e50600d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,Increase landfill levies progressively where needed (with safeguards for illegal dumping) to make recycling the financially obvious choice for businesses.,,,AU
rel:2f3bbf660dd20470,ent:4368c37178622780,BARRIERS,ent:e052fa56520baa4f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,Increase landfill levies progressively where needed (with safeguards for illegal dumping) to make recycling the financially obvious choice,,,AU
rel:2b794e709db0c268,ent:fd2d907d54300275,APPLIES_TO,ent:693cc5955b709ea8,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"many jurisdictions have or plan bans on landfilling whole tyres, e-waste, and large batteries – extend that.",,,AU
rel:abf83b13d963075f,ent:fd2d907d54300275,APPLIES_TO,ent:a468a1e3f8d997a2,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"many jurisdictions have or plan bans on landfilling whole tyres, e-waste, and large batteries – extend that.",,,AU
rel:ccbe221115b95f63,ent:fd2d907d54300275,APPLIES_TO,ent:cc1188d2906df6a2,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"many jurisdictions have or plan bans on landfilling whole tyres, e-waste, and large batteries – extend that.",,,AU
rel:d96200dc65336887,ent:cddd9b22ed00b1ec,PRODUCES,ent:81a55970816afcc9,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c71::78ea271408405967,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,19.0,maybe,0.6,"using crushed glass and plastic in new composites, or extracting rare metals from electronic scrap more efficiently.",,,AU
rel:31aed97aca3cbbab,ent:65093080f9ac8085,ISSUED_BY,ent:ec615185d8da34a6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Circular Economy Ministerial Advisory Group (CEMAG)'s Circular Advantage recommendations,,,AU
rel:b3b6f550fb6d2985,ent:65093080f9ac8085,REQUIRES,ent:a3b206b68f9b8ff4,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"proposing sector-specific engineering standards, digital material passports, and ISO 59020-aligned performance measurement",,,AU
rel:e8788e249c4ada66,ent:65093080f9ac8085,REFERENCES,ent:0c0da3fcfb13d01e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"digital material passports, and ISO 59020-aligned performance measurement, including embedding PC recommended metrics",,,AU
rel:c8fca1625a5c8bd0,ent:02c95ca2caf91411,APPLIES_TO,ent:d948e6c3294a579f,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Targets by 2040 90% Resource Recovery rate 95% C&D waste diverted from landfill,,,AU
rel:4d6a6494dccf9d5e,ent:82b5a1fa99f854d9,ENABLES,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,waste management has evolved into resource stewardship. Targets by 2040 90% Resource Recovery rate,,,AU
rel:75e495cf527d9825,ent:c2f6a9b66eec87d7,BARRIERS,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,95% C&D waste diverted from landfill virgin material associated,,,AU
rel:ff3f567b551df7fc,ent:e239061ae5300383,ENABLES,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"new buildings are conceived as material banks for the future, waste management has evolved into resource stewardship",,,AU
rel:1459b7dfd2828806,ent:58ecc79812b5ebaf,REQUIRES,ent:e5c74656c2ff4fbf,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Circular Design & Construction Design for disassembly, modular & prefabrication",,,AU
rel:a2bf52a5ecb31acc,ent:58ecc79812b5ebaf,INVOLVES,ent:2c362a11e9657d3a,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Design for disassembly, modular & prefabrication. Material passports",,,AU
rel:e207e971be6bc24c,ent:58ecc79812b5ebaf,REQUIRES,ent:a3b206b68f9b8ff4,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Design for disassembly, modular & prefabrication. Material passports",,,AU
rel:12e61646a8f12f62,ent:b28fe31643a1778f,ENABLES,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,Resource Recovery & Remanufacturing Invest in domestic infrastructure. Strengthen resource recovery,,,AU
rel:d6cdef2470bf0ff9,ent:a3b206b68f9b8ff4,ENABLES,ent:e239061ae5300383,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"digital material passports, and ISO 59020-aligned performance measurement new buildings are conceived as material banks",,,AU
rel:71d39e821b021083,ent:e5c74656c2ff4fbf,ENABLES,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"Design for disassembly, modular & prefabrication Resource Recovery rate",,,AU
rel:15d33b00f889e41c,ent:0c0da3fcfb13d01e,AFFECTS,ent:02c95ca2caf91411,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,keep,1.0,"ISO 59020-aligned performance measurement, including embedding PC recommended metrics Targets by 2040 90% Resource Recovery rate",,,AU
rel:2b2b2ac61a9be636,ent:1b60fec8e626efa5,PRODUCES,ent:539995acd5e53f0e,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"A ""material flow map"" updated regularly can help identify bottlenecks or opportunities. By 2027, aim to have a live public dashboard of key metrics (recycling rates",,,AU
rel:27d5ec1633435a97,ent:1b60fec8e626efa5,PRODUCES,ent:a16ff83e3937f3cf,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"material flow map"" updated regularly can help identify bottlenecks or opportunities. By 2027, aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR",,,AU
rel:11a1a056d9e5fa64,ent:1b60fec8e626efa5,PRODUCES,ent:7e441bdcacfc216a,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR, LEF, SIS and MLI, etc, by region)",,,AU
rel:dafe2a095893e9ea,ent:1b60fec8e626efa5,PRODUCES,ent:c728da6896b74958,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR, LEF, SIS and MLI, etc, by region)",,,AU
rel:5eabf901c70e836c,ent:1b60fec8e626efa5,PRODUCES,ent:9912f32dacabecaf,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"aim to have a live public dashboard of key metrics (recycling rates, landfill volumes, CMUR, LEF, SIS and MLI, etc, by region)",,,AU
rel:81c76996e18054a4,ent:cb4200f7899fab4c,INVOLVES,ent:389cbe00811b6170,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,maybe,0.6,"an analytical backend for planners to do scenario analysis (e.g. what if we build another MRF here, how will flows change?)",,,AU
